activation,dropout_rate,ff_dim,hidden_units,learning_rate,num_heads,num_layers,pooling,dataset,val_acc_1,val_acc_2,val_acc_3,val_acc_4,val_acc_5,val_acc_6,val_acc_7,val_acc_8,val_acc_9,val_acc_10,val_acc_11,val_acc_12,val_acc_13,val_acc_14,val_acc_15,val_acc_16,val_acc_17,val_acc_18,val_acc_19,val_acc_20
gelu,0.2289851767973,656,222,0.0005137882461,6,6,mean,KeplerLightCurves,0.1087499999999999,0.1581744974851608,0.2534496623277664,0.2654765075445175,0.2966174459457397,0.3075436198711395,0.2986577153205871,0.3056912714242935,0.3159194588661194,0.3148456335067748,0.3272483193874359,0.3314362394809723,0.3452080512046814,0.3462818765640258,0.3473020112514495,0.3526442930102348,0.3477315405011176,0.370926171541214,0.3734765076637268,0.383328857421875
gelu,0.2035539950843,317,178,8.41532442e-05,4,6,max,KeplerLightCurves,0.14515625,0.2605369102954865,0.2627919447422028,0.2673020112514496,0.2802416080236435,0.2571275144815445,0.2679194605350495,0.2789261716604232,0.2676510059833527,0.2618523472547531,0.2789530172944069,0.2829798638820648,0.2772348982095718,0.2768053674697876,0.2718389236927032,0.2675436228513718,0.2975570452213287,0.2862818783521652,0.2848322147130966,0.2897986561059952
gelu,0.218386424794,384,189,2.34622686e-05,3,4,mean,KeplerLightCurves,0.125859375,0.2049664412112906,0.2760805342346429,0.2916510033607483,0.3002147608995437,0.2958926129341125,0.3087516748905182,0.3087248289585113,0.3100134199857711,0.3156778478622436,0.3016644269227981,0.3138255006074905,0.3193557035923003,0.316429528594017,0.3190604001283645,0.3238657701015472,0.3215570449829101,0.3331543600559234,0.3348187899589538,0.3367785239219666
relu,0.1462556323596,408,72,0.0002046562221,2,1,mean,KeplerLightCurves,0.13546875,0.2183087240159512,0.2635704672336578,0.3075436198711395,0.3039194601774215,0.3102013409137726,0.3074630856513977,0.3140134197473526,0.3260134243965149,0.3343355691432952,0.3300134211778641,0.3437852346897125,0.3480268466472626,0.350684562921524,0.3564563715457916,0.3585503327846527,0.3620402669906616,0.3645369136333465,0.367221474647522,0.3635167789459229
gelu,0.0636821686361,626,115,5.50119121e-05,3,2,mean,KeplerLightCurves,0.1865625,0.2463892600312829,0.2915167757868767,0.292671138048172,0.2993557012081146,0.3057181167602539,0.3093959707021713,0.3182281845808029,0.3223624122142792,0.3333691239356994,0.3359463083744048,0.3312483209371566,0.3316510051488876,0.3491275155544281,0.3406711387634277,0.3520536911487579,0.3585234904289245,0.3436510074138642,0.3577718102931976,0.3630335569381714
gelu,0.1919536772389,983,72,7.35220736e-05,5,6,max,KeplerLightCurves,0.14984375,0.2226845614053309,0.2459060388803481,0.2488322138786315,0.2649127495288849,0.2522684550285339,0.2520268452167511,0.2448053684830665,0.2586308723688125,0.2752214759588242,0.2671677847206592,0.2744161093235016,0.2740402698516845,0.2576912772655487,0.2579060405492782,0.2700134223699569,0.2632214778661728,0.2539328873157501,0.2750067120790481,0.2757315444946289
gelu,0.0209650552983,339,128,0.0002033900671,2,1,max,KeplerLightCurves,0.14671875,0.199221475799568,0.2417986559867859,0.2666577169299126,0.283731541633606,0.3035704660415649,0.3188187903165816,0.3265234899520874,0.3332617455720901,0.3258791935443878,0.3379328864812851,0.334630873799324,0.3470604026317597,0.3529664438962936,0.3527785259485245,0.36067114174366,0.3754093933105468,0.3468724840879441,0.3938523483276367,0.3817718136310577
relu,0.1139771728502,1024,109,1.07600605e-05,4,6,mean,KeplerLightCurves,0.12,0.1444295300589874,0.2444563726335764,0.2948456335067749,0.3058791899681091,0.3057986533641815,0.3064966404438019,0.3141744947433471,0.3109261715412139,0.3133959710597992,0.3140134197473526,0.3216107368469238,0.3224697971343994,0.3255570471286774,0.3277852356433868,0.3313288581371307,0.3297449684143066,0.3371812093257903,0.3387919473648071,0.340187919139862
relu,0.2464717672442,542,193,0.0006481194057,2,4,mean,KeplerLightCurves,0.126171875,0.2252080526947975,0.225046979188919,0.2480536895990372,0.2953288561105728,0.2969664394855499,0.3017181181907654,0.302818791270256,0.3207785207033157,0.3302013373374939,0.3364026820659637,0.3343624138832092,0.3374765110015869,0.3429261720180511,0.3445637547969818,0.3436510074138641,0.3548456382751465,0.3513825500011444,0.3546308702230453,0.3556510043144226
gelu,0.2183828173213,615,98,1.32039053e-05,5,6,max,KeplerLightCurves,0.15390625,0.1725369126349687,0.2223087236285209,0.2456375823169946,0.2371543610282242,0.2274630863219499,0.2379060391336679,0.265073823928833,0.2703624138236046,0.2703355675935745,0.2731275141239166,0.272080534696579,0.2718120789527893,0.2781208032369614,0.2783892595767975,0.2786040246486664,0.2740402662754059,0.2788187891244888,0.2788456350564957,0.2788456350564957
gelu,0.1060546396989,774,215,0.0002189631704,3,4,max,KeplerLightCurves,0.096875,0.2202684551477432,0.2467114090919494,0.2071140944957733,0.2240268439054489,0.2680536925792694,0.282953017950058,0.2594630837440491,0.2773154377937317,0.295838925242424,0.2578523457050323,0.2504697978496552,0.2578523516654968,0.2923489898443222,0.2985234886407852,0.2438926219940185,0.2906040281057357,0.3177181243896484,0.3256375819444656,0.3636241614818573
gelu,0.1661202749476,1010,226,2.26838569e-05,8,2,mean,KeplerLightCurves,0.1478125,0.2400268447771668,0.2703892600536347,0.2936375802755356,0.2999194598197937,0.3082147622108459,0.3144161033630371,0.3109261721372605,0.3182818758487701,0.3177449679374695,0.3244832181930542,0.3242416119575501,0.3291812062263489,0.329986572265625,0.3411275160312653,0.3368322116136551,0.3384697997570037,0.3422818785905838,0.3531275141239166,0.3550603997707367
