Model,Dataset,Schedule,Constraint_Key,Constraint_Value,Performance_At_Timeout,Performance_At_Convergence,Budget_Utilization,Early_Stopping
LSTM,RightWhaleCalls,Conservative,max_epochs_2000,2000,1.0000,0.2000,1.0000,True
LSTM,RightWhaleCalls,Conservative,max_epochs_5000,5000,1.0000,0.2000,1.0000,True
LSTM,RightWhaleCalls,Conservative,max_time_hours_10,10,0.2000,0.2000,0.2602,False
LSTM,RightWhaleCalls,Conservative,max_time_hours_24,24,0.2000,0.2000,0.1084,False
LSTM,RightWhaleCalls,Conservative,max_time_hours_72,72,0.2000,0.2000,0.0361,False
LSTM,RightWhaleCalls,VeryAggressive,max_epochs_1000,1000,0.2000,0.6000,1.0000,True
LSTM,RightWhaleCalls,VeryAggressive,max_epochs_2000,2000,0.4000,0.6000,1.0000,True
LSTM,RightWhaleCalls,VeryAggressive,max_epochs_5000,5000,0.4000,0.6000,1.0000,True
LSTM,RightWhaleCalls,VeryAggressive,max_time_hours_10,10,0.6000,0.6000,0.1099,False
LSTM,RightWhaleCalls,VeryAggressive,max_time_hours_24,24,0.6000,0.6000,0.0458,False
LSTM,RightWhaleCalls,VeryAggressive,max_time_hours_72,72,0.6000,0.6000,0.0153,False
LSTM,RightWhaleCalls,Standard,max_epochs_1000,1000,0.8000,0.6000,1.0000,True
LSTM,RightWhaleCalls,Standard,max_epochs_2000,2000,0.6000,0.6000,1.0000,True
LSTM,RightWhaleCalls,Standard,max_epochs_5000,5000,0.6000,0.6000,0.6840,False
LSTM,RightWhaleCalls,Standard,max_time_hours_10,10,0.6000,0.6000,0.0749,False
LSTM,RightWhaleCalls,Standard,max_time_hours_24,24,0.6000,0.6000,0.0312,False
LSTM,RightWhaleCalls,Standard,max_time_hours_72,72,0.6000,0.6000,0.0104,False
LSTM,classification_ozone,Moderate,max_epochs_1000,1000,0.4000,0.4000,1.0000,True
LSTM,classification_ozone,Moderate,max_epochs_2000,2000,0.4000,0.4000,1.0000,True
LSTM,classification_ozone,Moderate,max_epochs_5000,5000,0.4000,0.4000,0.7200,False
LSTM,classification_ozone,Moderate,max_time_hours_10,10,0.4000,0.4000,0.0228,False
LSTM,classification_ozone,Moderate,max_time_hours_24,24,0.4000,0.4000,0.0095,False
LSTM,classification_ozone,Moderate,max_time_hours_72,72,0.4000,0.4000,0.0032,False
LSTM,classification_ozone,Aggressive,max_epochs_1000,1000,0.2000,0.6000,1.0000,True
LSTM,classification_ozone,Aggressive,max_epochs_2000,2000,0.4000,0.6000,1.0000,True
LSTM,classification_ozone,Aggressive,max_epochs_5000,5000,0.6000,0.6000,0.6200,False
LSTM,classification_ozone,Aggressive,max_time_hours_10,10,0.6000,0.6000,0.0197,False
LSTM,classification_ozone,Aggressive,max_time_hours_24,24,0.6000,0.6000,0.0082,False
LSTM,classification_ozone,Aggressive,max_time_hours_72,72,0.6000,0.6000,0.0027,False
LSTM,classification_ozone,Conservative,max_epochs_1000,1000,0.6000,0.2000,1.0000,True
LSTM,classification_ozone,Conservative,max_epochs_2000,2000,0.4000,0.2000,1.0000,True
LSTM,classification_ozone,Conservative,max_epochs_5000,5000,0.8000,0.2000,1.0000,True
LSTM,classification_ozone,Conservative,max_time_hours_10,10,0.2000,0.2000,0.0804,False
LSTM,classification_ozone,Conservative,max_time_hours_24,24,0.2000,0.2000,0.0335,False
LSTM,classification_ozone,Conservative,max_time_hours_72,72,0.2000,0.2000,0.0112,False
LSTM,classification_ozone,VeryAggressive,max_epochs_1000,1000,0.2000,0.4000,1.0000,True
LSTM,classification_ozone,VeryAggressive,max_epochs_2000,2000,0.0000,0.4000,1.0000,True
LSTM,classification_ozone,VeryAggressive,max_epochs_5000,5000,0.6000,0.4000,1.0000,True
LSTM,classification_ozone,VeryAggressive,max_time_hours_10,10,0.4000,0.4000,0.0367,False
LSTM,classification_ozone,VeryAggressive,max_time_hours_24,24,0.4000,0.4000,0.0153,False
LSTM,classification_ozone,VeryAggressive,max_time_hours_72,72,0.4000,0.4000,0.0051,False
LSTM,classification_ozone,Standard,max_epochs_1000,1000,0.4000,0.4000,1.0000,True
LSTM,classification_ozone,Standard,max_epochs_2000,2000,0.6000,0.4000,1.0000,True
LSTM,classification_ozone,Standard,max_epochs_5000,5000,0.4000,0.4000,0.6840,False
LSTM,classification_ozone,Standard,max_time_hours_10,10,0.4000,0.4000,0.0210,False
LSTM,classification_ozone,Standard,max_time_hours_24,24,0.4000,0.4000,0.0088,False
LSTM,classification_ozone,Standard,max_time_hours_72,72,0.4000,0.4000,0.0029,False
Transformer,AbnormalHeartbeat,Moderate,max_epochs_1000,1000,0.4000,0.2000,1.0000,True
Transformer,AbnormalHeartbeat,Moderate,max_epochs_2000,2000,0.0000,0.2000,1.0000,True
Transformer,AbnormalHeartbeat,Moderate,max_epochs_5000,5000,0.2000,0.2000,0.7200,False
Transformer,AbnormalHeartbeat,Moderate,max_time_hours_10,10,0.2000,0.2000,0.1567,False
Transformer,AbnormalHeartbeat,Moderate,max_time_hours_24,24,0.2000,0.2000,0.0653,False
Transformer,AbnormalHeartbeat,Moderate,max_time_hours_72,72,0.2000,0.2000,0.0218,False
Transformer,AbnormalHeartbeat,Aggressive,max_epochs_1000,1000,0.0000,0.6000,1.0000,True
Transformer,AbnormalHeartbeat,Aggressive,max_epochs_2000,2000,0.2000,0.6000,1.0000,True
Transformer,AbnormalHeartbeat,Aggressive,max_epochs_5000,5000,0.6000,0.6000,0.6200,False
Transformer,AbnormalHeartbeat,Aggressive,max_time_hours_10,10,0.6000,0.6000,0.1334,False
Transformer,AbnormalHeartbeat,Aggressive,max_time_hours_24,24,0.6000,0.6000,0.0556,False
Transformer,AbnormalHeartbeat,Aggressive,max_time_hours_72,72,0.6000,0.6000,0.0185,False
Transformer,AbnormalHeartbeat,Conservative,max_epochs_1000,1000,1.0000,0.0000,1.0000,True
Transformer,AbnormalHeartbeat,Conservative,max_epochs_2000,2000,0.6000,0.0000,1.0000,True
Transformer,AbnormalHeartbeat,Conservative,max_epochs_5000,5000,1.0000,0.0000,1.0000,True
Transformer,AbnormalHeartbeat,Conservative,max_time_hours_10,10,0.0000,0.0000,0.5495,False
Transformer,AbnormalHeartbeat,Conservative,max_time_hours_24,24,0.0000,0.0000,0.2290,False
Transformer,AbnormalHeartbeat,Conservative,max_time_hours_72,72,0.0000,0.0000,0.0763,False
Transformer,AbnormalHeartbeat,VeryAggressive,max_epochs_1000,1000,0.0000,0.2000,1.0000,True
Transformer,AbnormalHeartbeat,VeryAggressive,max_epochs_2000,2000,0.2000,0.2000,1.0000,True
Transformer,AbnormalHeartbeat,VeryAggressive,max_epochs_5000,5000,0.2000,0.2000,1.0000,True
Transformer,AbnormalHeartbeat,VeryAggressive,max_time_hours_10,10,0.2000,0.2000,0.2495,False
Transformer,AbnormalHeartbeat,VeryAggressive,max_time_hours_24,24,0.2000,0.2000,0.1040,False
Transformer,AbnormalHeartbeat,VeryAggressive,max_time_hours_72,72,0.2000,0.2000,0.0347,False
Transformer,AbnormalHeartbeat,Standard,max_epochs_1000,1000,0.4000,0.4000,1.0000,True
Transformer,AbnormalHeartbeat,Standard,max_epochs_2000,2000,0.6000,0.4000,1.0000,True
Transformer,AbnormalHeartbeat,Standard,max_epochs_5000,5000,0.4000,0.4000,0.6840,False
Transformer,AbnormalHeartbeat,Standard,max_time_hours_10,10,0.4000,0.4000,0.1399,False
Transformer,AbnormalHeartbeat,Standard,max_time_hours_24,24,0.4000,0.4000,0.0583,False
Transformer,AbnormalHeartbeat,Standard,max_time_hours_72,72,0.4000,0.4000,0.0194,False
Transformer,Adiac,Moderate,max_epochs_1000,1000,0.4000,0.4000,1.0000,True
Transformer,Adiac,Moderate,max_epochs_2000,2000,0.6000,0.4000,1.0000,True
Transformer,Adiac,Moderate,max_epochs_5000,5000,0.4000,0.4000,0.7200,False
Transformer,Adiac,Moderate,max_time_hours_10,10,0.4000,0.4000,0.0329,False
Transformer,Adiac,Moderate,max_time_hours_24,24,0.4000,0.4000,0.0137,False
Transformer,Adiac,Moderate,max_time_hours_72,72,0.4000,0.4000,0.0046,False
Transformer,Adiac,Aggressive,max_epochs_1000,1000,0.0000,0.8000,1.0000,True
Transformer,Adiac,Aggressive,max_epochs_2000,2000,0.8000,0.8000,1.0000,True
Transformer,Adiac,Aggressive,max_epochs_5000,5000,0.8000,0.8000,0.6200,False
Transformer,Adiac,Aggressive,max_time_hours_10,10,0.8000,0.8000,0.0272,False
Transformer,Adiac,Aggressive,max_time_hours_24,24,0.8000,0.8000,0.0113,False
Transformer,Adiac,Aggressive,max_time_hours_72,72,0.8000,0.8000,0.0038,False
Transformer,Adiac,Conservative,max_epochs_1000,1000,1.0000,0.8000,1.0000,True
Transformer,Adiac,Conservative,max_epochs_2000,2000,1.0000,0.8000,1.0000,True
Transformer,Adiac,Conservative,max_epochs_5000,5000,1.0000,0.8000,1.0000,True
Transformer,Adiac,Conservative,max_time_hours_10,10,0.8000,0.8000,0.1107,False
Transformer,Adiac,Conservative,max_time_hours_24,24,0.8000,0.8000,0.0461,False
Transformer,Adiac,Conservative,max_time_hours_72,72,0.8000,0.8000,0.0154,False
Transformer,Adiac,VeryAggressive,max_epochs_1000,1000,0.0000,0.8000,1.0000,True
Transformer,Adiac,VeryAggressive,max_epochs_2000,2000,0.4000,0.8000,1.0000,True
Transformer,Adiac,VeryAggressive,max_epochs_5000,5000,0.8000,0.8000,1.0000,True
Transformer,Adiac,VeryAggressive,max_time_hours_10,10,0.8000,0.8000,0.0451,False
Transformer,Adiac,VeryAggressive,max_time_hours_24,24,0.8000,0.8000,0.0188,False
Transformer,Adiac,VeryAggressive,max_time_hours_72,72,0.8000,0.8000,0.0063,False
Transformer,Adiac,Standard,max_epochs_1000,1000,0.0000,0.8000,1.0000,True
Transformer,Adiac,Standard,max_epochs_2000,2000,1.0000,0.8000,1.0000,True
Transformer,Adiac,Standard,max_epochs_5000,5000,0.8000,0.8000,0.6840,False
Transformer,Adiac,Standard,max_time_hours_10,10,0.8000,0.8000,0.0339,False
Transformer,Adiac,Standard,max_time_hours_24,24,0.8000,0.8000,0.0141,False
Transformer,Adiac,Standard,max_time_hours_72,72,0.8000,0.8000,0.0047,False
Transformer,ArrowHead,Moderate,max_epochs_1000,1000,1.0000,0.6000,1.0000,True
Transformer,ArrowHead,Moderate,max_epochs_2000,2000,0.6000,0.6000,1.0000,True
Transformer,ArrowHead,Moderate,max_epochs_5000,5000,0.6000,0.6000,0.7200,False
Transformer,ArrowHead,Moderate,max_time_hours_10,10,0.6000,0.6000,0.0094,False
Transformer,ArrowHead,Moderate,max_time_hours_24,24,0.6000,0.6000,0.0039,False
Transformer,ArrowHead,Moderate,max_time_hours_72,72,0.6000,0.6000,0.0013,False
Transformer,ArrowHead,Aggressive,max_epochs_1000,1000,0.4000,0.6000,1.0000,True
Transformer,ArrowHead,Aggressive,max_epochs_2000,2000,0.6000,0.6000,1.0000,True
Transformer,ArrowHead,Aggressive,max_epochs_5000,5000,0.6000,0.6000,0.6200,False
Transformer,ArrowHead,Aggressive,max_time_hours_10,10,0.6000,0.6000,0.0077,False
Transformer,ArrowHead,Aggressive,max_time_hours_24,24,0.6000,0.6000,0.0032,False
Transformer,ArrowHead,Aggressive,max_time_hours_72,72,0.6000,0.6000,0.0011,False
Transformer,ArrowHead,Conservative,max_epochs_1000,1000,1.0000,0.6000,1.0000,True
Transformer,ArrowHead,Conservative,max_epochs_2000,2000,1.0000,0.6000,1.0000,True
Transformer,ArrowHead,Conservative,max_epochs_5000,5000,1.0000,0.6000,1.0000,True
Transformer,ArrowHead,Conservative,max_time_hours_10,10,0.6000,0.6000,0.0321,False
Transformer,ArrowHead,Conservative,max_time_hours_24,24,0.6000,0.6000,0.0134,False
Transformer,ArrowHead,Conservative,max_time_hours_72,72,0.6000,0.6000,0.0045,False
Transformer,ArrowHead,VeryAggressive,max_epochs_1000,1000,0.2000,0.6000,1.0000,True
Transformer,ArrowHead,VeryAggressive,max_epochs_2000,2000,0.2000,0.6000,1.0000,True
Transformer,ArrowHead,VeryAggressive,max_epochs_5000,5000,0.6000,0.6000,1.0000,True
Transformer,ArrowHead,VeryAggressive,max_time_hours_10,10,0.6000,0.6000,0.0131,False
Transformer,ArrowHead,VeryAggressive,max_time_hours_24,24,0.6000,0.6000,0.0055,False
Transformer,ArrowHead,VeryAggressive,max_time_hours_72,72,0.6000,0.6000,0.0018,False
Transformer,ArrowHead,Standard,max_epochs_1000,1000,0.6000,0.6000,1.0000,True
Transformer,ArrowHead,Standard,max_epochs_2000,2000,1.0000,0.6000,1.0000,True
Transformer,ArrowHead,Standard,max_epochs_5000,5000,0.6000,0.6000,0.6840,False
Transformer,ArrowHead,Standard,max_time_hours_10,10,0.6000,0.6000,0.0093,False
Transformer,ArrowHead,Standard,max_time_hours_24,24,0.6000,0.6000,0.0039,False
Transformer,ArrowHead,Standard,max_time_hours_72,72,0.6000,0.6000,0.0013,False
Transformer,Beef,Moderate,max_epochs_1000,1000,0.6000,0.6000,1.0000,True
Transformer,Beef,Moderate,max_epochs_2000,2000,1.0000,0.6000,1.0000,True
Transformer,Beef,Moderate,max_epochs_5000,5000,0.6000,0.6000,0.7200,False
Transformer,Beef,Moderate,max_time_hours_10,10,0.6000,0.6000,0.0059,False
Transformer,Beef,Moderate,max_time_hours_24,24,0.6000,0.6000,0.0024,False
Transformer,Beef,Moderate,max_time_hours_72,72,0.6000,0.6000,0.0008,False
Transformer,Beef,Aggressive,max_epochs_1000,1000,0.4000,0.8000,1.0000,True
Transformer,Beef,Aggressive,max_epochs_2000,2000,1.0000,0.8000,1.0000,True
Transformer,Beef,Aggressive,max_epochs_5000,5000,0.8000,0.8000,0.6200,False
Transformer,Beef,Aggressive,max_time_hours_10,10,0.8000,0.8000,0.0048,False
Transformer,Beef,Aggressive,max_time_hours_24,24,0.8000,0.8000,0.0020,False
Transformer,Beef,Aggressive,max_time_hours_72,72,0.8000,0.8000,0.0007,False
Transformer,Beef,Conservative,max_epochs_1000,1000,0.4000,0.6000,1.0000,True
Transformer,Beef,Conservative,max_epochs_2000,2000,1.0000,0.6000,1.0000,True
Transformer,Beef,Conservative,max_epochs_5000,5000,1.0000,0.6000,1.0000,True
Transformer,Beef,Conservative,max_time_hours_10,10,0.6000,0.6000,0.0204,False
Transformer,Beef,Conservative,max_time_hours_24,24,0.6000,0.6000,0.0085,False
Transformer,Beef,Conservative,max_time_hours_72,72,0.6000,0.6000,0.0028,False
Transformer,Beef,VeryAggressive,max_epochs_1000,1000,0.4000,0.8000,1.0000,True
Transformer,Beef,VeryAggressive,max_epochs_2000,2000,0.8000,0.8000,1.0000,True
Transformer,Beef,VeryAggressive,max_epochs_5000,5000,1.0000,0.8000,1.0000,True
Transformer,Beef,VeryAggressive,max_time_hours_10,10,0.8000,0.8000,0.0085,False
Transformer,Beef,VeryAggressive,max_time_hours_24,24,0.8000,0.8000,0.0036,False
Transformer,Beef,VeryAggressive,max_time_hours_72,72,0.8000,0.8000,0.0012,False
Transformer,Beef,Standard,max_epochs_1000,1000,0.8000,0.4000,1.0000,True
Transformer,Beef,Standard,max_epochs_2000,2000,1.0000,0.4000,1.0000,True
Transformer,Beef,Standard,max_epochs_5000,5000,0.4000,0.4000,0.6840,False
Transformer,Beef,Standard,max_time_hours_10,10,0.4000,0.4000,0.0060,False
Transformer,Beef,Standard,max_time_hours_24,24,0.4000,0.4000,0.0025,False
Transformer,Beef,Standard,max_time_hours_72,72,0.4000,0.4000,0.0008,False
Transformer,BeetleFly,Moderate,max_epochs_1000,1000,1.0000,0.4000,1.0000,True
Transformer,BeetleFly,Moderate,max_epochs_2000,2000,0.8000,0.4000,1.0000,True
Transformer,BeetleFly,Moderate,max_epochs_5000,5000,0.4000,0.4000,0.7200,False
Transformer,BeetleFly,Moderate,max_time_hours_10,10,0.4000,0.4000,0.0044,False
Transformer,BeetleFly,Moderate,max_time_hours_24,24,0.4000,0.4000,0.0019,False
Transformer,BeetleFly,Moderate,max_time_hours_72,72,0.4000,0.4000,0.0006,False
Transformer,BeetleFly,Aggressive,max_epochs_1000,1000,0.4000,0.4000,1.0000,True
Transformer,BeetleFly,Aggressive,max_epochs_2000,2000,0.6000,0.4000,1.0000,True
Transformer,BeetleFly,Aggressive,max_epochs_5000,5000,0.4000,0.4000,0.6200,False
Transformer,BeetleFly,Aggressive,max_time_hours_10,10,0.4000,0.4000,0.0039,False
Transformer,BeetleFly,Aggressive,max_time_hours_24,24,0.4000,0.4000,0.0016,False
Transformer,BeetleFly,Aggressive,max_time_hours_72,72,0.4000,0.4000,0.0005,False
Transformer,BeetleFly,Conservative,max_epochs_1000,1000,0.4000,0.4000,1.0000,True
Transformer,BeetleFly,Conservative,max_epochs_2000,2000,0.8000,0.4000,1.0000,True
Transformer,BeetleFly,Conservative,max_epochs_5000,5000,1.0000,0.4000,1.0000,True
Transformer,BeetleFly,Conservative,max_time_hours_10,10,0.4000,0.4000,0.0156,False
Transformer,BeetleFly,Conservative,max_time_hours_24,24,0.4000,0.4000,0.0065,False
Transformer,BeetleFly,Conservative,max_time_hours_72,72,0.4000,0.4000,0.0022,False
Transformer,BeetleFly,VeryAggressive,max_epochs_1000,1000,0.4000,0.6000,1.0000,True
Transformer,BeetleFly,VeryAggressive,max_epochs_2000,2000,0.4000,0.6000,1.0000,True
Transformer,BeetleFly,VeryAggressive,max_epochs_5000,5000,0.6000,0.6000,1.0000,True
Transformer,BeetleFly,VeryAggressive,max_time_hours_10,10,0.6000,0.6000,0.0070,False
Transformer,BeetleFly,VeryAggressive,max_time_hours_24,24,0.6000,0.6000,0.0029,False
Transformer,BeetleFly,VeryAggressive,max_time_hours_72,72,0.6000,0.6000,0.0010,False
Transformer,BeetleFly,Standard,max_epochs_1000,1000,0.2000,0.6000,1.0000,True
Transformer,BeetleFly,Standard,max_epochs_2000,2000,1.0000,0.6000,1.0000,True
Transformer,BeetleFly,Standard,max_epochs_5000,5000,0.6000,0.6000,0.6840,False
Transformer,BeetleFly,Standard,max_time_hours_10,10,0.6000,0.6000,0.0042,False
Transformer,BeetleFly,Standard,max_time_hours_24,24,0.6000,0.6000,0.0017,False
Transformer,BeetleFly,Standard,max_time_hours_72,72,0.6000,0.6000,0.0006,False
Transformer,BinaryHeartbeat,Moderate,max_epochs_1000,1000,0.2000,0.0000,1.0000,True
Transformer,BinaryHeartbeat,Moderate,max_epochs_2000,2000,0.4000,0.0000,1.0000,True
Transformer,BinaryHeartbeat,Moderate,max_epochs_5000,5000,0.0000,0.0000,0.7156,False
Transformer,BinaryHeartbeat,Moderate,max_time_hours_10,10,0.0000,0.0000,0.1580,False
Transformer,BinaryHeartbeat,Moderate,max_time_hours_24,24,0.0000,0.0000,0.0658,False
Transformer,BinaryHeartbeat,Moderate,max_time_hours_72,72,0.0000,0.0000,0.0219,False
Transformer,BinaryHeartbeat,Aggressive,max_epochs_1000,1000,0.0000,0.2000,1.0000,True
Transformer,BinaryHeartbeat,Aggressive,max_epochs_2000,2000,0.6000,0.2000,1.0000,True
Transformer,BinaryHeartbeat,Aggressive,max_epochs_5000,5000,0.2000,0.2000,0.6116,False
Transformer,BinaryHeartbeat,Aggressive,max_time_hours_10,10,0.2000,0.2000,0.1281,False
Transformer,BinaryHeartbeat,Aggressive,max_time_hours_24,24,0.2000,0.2000,0.0534,False
Transformer,BinaryHeartbeat,Aggressive,max_time_hours_72,72,0.2000,0.2000,0.0178,False
Transformer,BinaryHeartbeat,Conservative,max_epochs_1000,1000,1.0000,0.4000,1.0000,True
Transformer,BinaryHeartbeat,Conservative,max_epochs_2000,2000,1.0000,0.4000,1.0000,True
Transformer,BinaryHeartbeat,Conservative,max_epochs_5000,5000,0.8000,0.4000,1.0000,True
Transformer,BinaryHeartbeat,Conservative,max_time_hours_10,10,0.4000,0.4000,0.5743,False
Transformer,BinaryHeartbeat,Conservative,max_time_hours_24,24,0.4000,0.4000,0.2393,False
Transformer,BinaryHeartbeat,Conservative,max_time_hours_72,72,0.4000,0.4000,0.0798,False
Transformer,BinaryHeartbeat,VeryAggressive,max_epochs_1000,1000,0.0000,0.4000,1.0000,True
Transformer,BinaryHeartbeat,VeryAggressive,max_epochs_2000,2000,0.6000,0.4000,1.0000,True
Transformer,BinaryHeartbeat,VeryAggressive,max_epochs_5000,5000,0.2000,0.4000,1.0000,True
Transformer,BinaryHeartbeat,VeryAggressive,max_time_hours_10,10,0.4000,0.4000,0.2322,False
Transformer,BinaryHeartbeat,VeryAggressive,max_time_hours_24,24,0.4000,0.4000,0.0968,False
Transformer,BinaryHeartbeat,VeryAggressive,max_time_hours_72,72,0.4000,0.4000,0.0323,False
Transformer,BinaryHeartbeat,Standard,max_epochs_1000,1000,0.8000,0.4000,1.0000,True
Transformer,BinaryHeartbeat,Standard,max_epochs_2000,2000,0.8000,0.4000,1.0000,True
Transformer,BinaryHeartbeat,Standard,max_epochs_5000,5000,0.4000,0.4000,0.6816,False
Transformer,BinaryHeartbeat,Standard,max_time_hours_10,10,0.4000,0.4000,0.1568,False
Transformer,BinaryHeartbeat,Standard,max_time_hours_24,24,0.4000,0.4000,0.0653,False
Transformer,BinaryHeartbeat,Standard,max_time_hours_72,72,0.4000,0.4000,0.0218,False
Transformer,BirdChicken,Moderate,max_epochs_1000,1000,1.0000,0.0000,1.0000,True
Transformer,BirdChicken,Moderate,max_epochs_2000,2000,0.6000,0.0000,1.0000,True
Transformer,BirdChicken,Moderate,max_epochs_5000,5000,0.0000,0.0000,0.7200,False
Transformer,BirdChicken,Moderate,max_time_hours_10,10,0.0000,0.0000,0.0043,False
Transformer,BirdChicken,Moderate,max_time_hours_24,24,0.0000,0.0000,0.0018,False
Transformer,BirdChicken,Moderate,max_time_hours_72,72,0.0000,0.0000,0.0006,False
Transformer,BirdChicken,Aggressive,max_epochs_1000,1000,0.6000,0.4000,1.0000,True
Transformer,BirdChicken,Aggressive,max_epochs_2000,2000,0.0000,0.4000,1.0000,True
Transformer,BirdChicken,Aggressive,max_epochs_5000,5000,0.4000,0.4000,0.6200,False
Transformer,BirdChicken,Aggressive,max_time_hours_10,10,0.4000,0.4000,0.0037,False
Transformer,BirdChicken,Aggressive,max_time_hours_24,24,0.4000,0.4000,0.0016,False
Transformer,BirdChicken,Aggressive,max_time_hours_72,72,0.4000,0.4000,0.0005,False
Transformer,BirdChicken,Conservative,max_epochs_1000,1000,1.0000,0.0000,1.0000,True
Transformer,BirdChicken,Conservative,max_epochs_2000,2000,1.0000,0.0000,1.0000,True
Transformer,BirdChicken,Conservative,max_epochs_5000,5000,1.0000,0.0000,1.0000,True
Transformer,BirdChicken,Conservative,max_time_hours_10,10,0.0000,0.0000,0.0150,False
Transformer,BirdChicken,Conservative,max_time_hours_24,24,0.0000,0.0000,0.0062,False
Transformer,BirdChicken,Conservative,max_time_hours_72,72,0.0000,0.0000,0.0021,False
Transformer,BirdChicken,VeryAggressive,max_epochs_1000,1000,0.2000,0.2000,1.0000,True
Transformer,BirdChicken,VeryAggressive,max_epochs_2000,2000,0.0000,0.2000,1.0000,True
Transformer,BirdChicken,VeryAggressive,max_epochs_5000,5000,0.2000,0.2000,1.0000,True
Transformer,BirdChicken,VeryAggressive,max_time_hours_10,10,0.2000,0.2000,0.0069,False
Transformer,BirdChicken,VeryAggressive,max_time_hours_24,24,0.2000,0.2000,0.0029,False
Transformer,BirdChicken,VeryAggressive,max_time_hours_72,72,0.2000,0.2000,0.0010,False
Transformer,BirdChicken,Standard,max_epochs_1000,1000,1.0000,0.0000,1.0000,True
Transformer,BirdChicken,Standard,max_epochs_2000,2000,0.4000,0.0000,1.0000,True
Transformer,BirdChicken,Standard,max_epochs_5000,5000,0.0000,0.0000,0.6840,False
Transformer,BirdChicken,Standard,max_time_hours_10,10,0.0000,0.0000,0.0041,False
Transformer,BirdChicken,Standard,max_time_hours_24,24,0.0000,0.0000,0.0017,False
Transformer,BirdChicken,Standard,max_time_hours_72,72,0.0000,0.0000,0.0006,False
Transformer,CBF,Moderate,max_epochs_1000,1000,1.0000,0.2000,1.0000,True
Transformer,CBF,Moderate,max_epochs_2000,2000,0.8000,0.2000,1.0000,True
Transformer,CBF,Moderate,max_epochs_5000,5000,0.2000,0.2000,0.7200,False
Transformer,CBF,Moderate,max_time_hours_10,10,0.2000,0.2000,0.0386,False
Transformer,CBF,Moderate,max_time_hours_24,24,0.2000,0.2000,0.0161,False
Transformer,CBF,Moderate,max_time_hours_72,72,0.2000,0.2000,0.0054,False
Transformer,CBF,Aggressive,max_epochs_1000,1000,0.4000,1.0000,1.0000,True
Transformer,CBF,Aggressive,max_epochs_2000,2000,0.2000,1.0000,1.0000,True
Transformer,CBF,Aggressive,max_epochs_5000,5000,1.0000,1.0000,0.6200,False
Transformer,CBF,Aggressive,max_time_hours_10,10,1.0000,1.0000,0.0315,False
Transformer,CBF,Aggressive,max_time_hours_24,24,1.0000,1.0000,0.0131,False
Transformer,CBF,Aggressive,max_time_hours_72,72,1.0000,1.0000,0.0044,False
Transformer,CBF,Conservative,max_epochs_1000,1000,1.0000,0.6000,1.0000,True
Transformer,CBF,Conservative,max_epochs_2000,2000,1.0000,0.6000,1.0000,True
Transformer,CBF,Conservative,max_epochs_5000,5000,1.0000,0.6000,1.0000,True
Transformer,CBF,Conservative,max_time_hours_10,10,0.6000,0.6000,0.1297,False
Transformer,CBF,Conservative,max_time_hours_24,24,0.6000,0.6000,0.0540,False
Transformer,CBF,Conservative,max_time_hours_72,72,0.6000,0.6000,0.0180,False
Transformer,CBF,VeryAggressive,max_epochs_1000,1000,0.2000,1.0000,1.0000,True
Transformer,CBF,VeryAggressive,max_epochs_2000,2000,0.0000,1.0000,1.0000,True
Transformer,CBF,VeryAggressive,max_epochs_5000,5000,0.2000,1.0000,1.0000,True
Transformer,CBF,VeryAggressive,max_time_hours_10,10,1.0000,1.0000,0.0525,False
Transformer,CBF,VeryAggressive,max_time_hours_24,24,1.0000,1.0000,0.0219,False
Transformer,CBF,VeryAggressive,max_time_hours_72,72,1.0000,1.0000,0.0073,False
Transformer,CBF,Standard,max_epochs_1000,1000,0.8000,0.0000,1.0000,True
Transformer,CBF,Standard,max_epochs_2000,2000,0.8000,0.0000,1.0000,True
Transformer,CBF,Standard,max_epochs_5000,5000,0.0000,0.0000,0.6840,False
Transformer,CBF,Standard,max_time_hours_10,10,0.0000,0.0000,0.0393,False
Transformer,CBF,Standard,max_time_hours_24,24,0.0000,0.0000,0.0164,False
Transformer,CBF,Standard,max_time_hours_72,72,0.0000,0.0000,0.0055,False
Transformer,Car,Moderate,max_epochs_1000,1000,0.8000,0.4000,1.0000,True
Transformer,Car,Moderate,max_epochs_2000,2000,0.2000,0.4000,1.0000,True
Transformer,Car,Moderate,max_epochs_5000,5000,0.4000,0.4000,0.7200,False
Transformer,Car,Moderate,max_time_hours_10,10,0.4000,0.4000,0.0109,False
Transformer,Car,Moderate,max_time_hours_24,24,0.4000,0.4000,0.0045,False
Transformer,Car,Moderate,max_time_hours_72,72,0.4000,0.4000,0.0015,False
Transformer,Car,Aggressive,max_epochs_1000,1000,0.2000,0.6000,1.0000,True
Transformer,Car,Aggressive,max_epochs_2000,2000,0.2000,0.6000,1.0000,True
Transformer,Car,Aggressive,max_epochs_5000,5000,0.6000,0.6000,0.6200,False
Transformer,Car,Aggressive,max_time_hours_10,10,0.6000,0.6000,0.0093,False
Transformer,Car,Aggressive,max_time_hours_24,24,0.6000,0.6000,0.0039,False
Transformer,Car,Aggressive,max_time_hours_72,72,0.6000,0.6000,0.0013,False
Transformer,Car,Conservative,max_epochs_1000,1000,1.0000,0.4000,1.0000,True
Transformer,Car,Conservative,max_epochs_2000,2000,1.0000,0.4000,1.0000,True
