Model,Dataset,Config_ID,Model_Size_Parameters,Performance_Val_Accuracy_Avg,Num_Seeds_Averaged,Is_Pareto_Optimal
Transformer,DucksAndGeese,95,291261,0.2840,5,No
Transformer,DucksAndGeese,59,475462,0.5080,5,No
Transformer,DucksAndGeese,92,821851,0.5220,5,No
Transformer,DucksAndGeese,66,1456778,0.2480,5,No
Transformer,DucksAndGeese,32,1663955,0.3820,5,No
Transformer,DucksAndGeese,35,1952480,0.3240,5,No
Transformer,DucksAndGeese,3,2188607,0.5900,2,No
Transformer,DucksAndGeese,4,557233,0.6620,5,No
Transformer,DucksAndGeese,58,843345,0.2940,5,No
Transformer,DucksAndGeese,67,811259,0.3880,5,No
Transformer,DucksAndGeese,93,897677,0.3520,5,No
Transformer,DucksAndGeese,94,1419673,0.2520,5,No
Transformer,DucksAndGeese,60,949677,0.2920,5,No
Transformer,DucksAndGeese,69,2611150,0.2580,5,No
Transformer,DucksAndGeese,56,1751683,0.2440,5,No
Transformer,DucksAndGeese,51,2003801,0.6300,5,No
Transformer,DucksAndGeese,5,815373,0.3660,5,No
Transformer,DucksAndGeese,2,2141590,0.4740,5,No
Transformer,DucksAndGeese,34,1158645,0.4300,5,No
Transformer,DucksAndGeese,33,2909537,0.2280,5,No
Transformer,DucksAndGeese,11,979859,0.3000,5,No
Transformer,DucksAndGeese,29,2379620,0.8200,5,No
Transformer,DucksAndGeese,16,2252425,0.3160,5,No
Transformer,DucksAndGeese,20,1087077,0.3280,5,No
Transformer,DucksAndGeese,18,426722,0.3040,5,No
Transformer,DucksAndGeese,27,1245578,0.5260,5,No
Transformer,DucksAndGeese,73,1025015,0.2860,5,No
Transformer,DucksAndGeese,87,3561141,0.2820,5,No
Transformer,DucksAndGeese,80,1944522,0.5560,5,No
Transformer,DucksAndGeese,74,921385,0.3320,5,No
Transformer,DucksAndGeese,42,625785,0.2420,5,No
Transformer,DucksAndGeese,89,1485866,0.3300,5,No
Transformer,DucksAndGeese,45,1745325,0.7200,5,No
Transformer,DucksAndGeese,19,572525,0.3280,5,No
Transformer,DucksAndGeese,26,265337,0.2580,5,No
Transformer,DucksAndGeese,21,604649,0.2940,5,No
Transformer,DucksAndGeese,28,707848,0.5460,5,No
Transformer,DucksAndGeese,17,933590,0.9000,5,No
Transformer,DucksAndGeese,10,338407,0.8840,5,No
Transformer,DucksAndGeese,44,439110,0.7400,5,No
Transformer,DucksAndGeese,43,2519565,0.2460,5,No
Transformer,DucksAndGeese,88,628089,0.3040,5,No
Transformer,DucksAndGeese,75,2616075,0.2220,5,No
Transformer,DucksAndGeese,81,739793,0.2620,5,No
Transformer,DucksAndGeese,86,159895,0.2720,5,No
Transformer,DucksAndGeese,72,366119,0.4360,5,No
Transformer,EigenWorms,36,533838,0.8200,5,No
Transformer,EigenWorms,9,1264440,0.9608,5,No
Transformer,EigenWorms,31,524401,0.9554,5,No
Transformer,EigenWorms,7,526115,0.9523,5,No
Transformer,EigenWorms,38,788995,0.5385,5,No
Transformer,EigenWorms,54,421465,0.9292,5,No
Transformer,EigenWorms,98,653551,0.9092,5,No
Transformer,EigenWorms,53,172062,0.9092,5,No
Transformer,EigenWorms,91,554105,0.9600,5,No
Transformer,EigenWorms,65,611797,0.8515,5,No
Transformer,EigenWorms,62,961498,0.9577,5,No
Transformer,EigenWorms,96,788998,0.9462,5,No
Transformer,EigenWorms,1,3091055,0.5800,5,No
Transformer,EigenWorms,39,826109,0.8431,5,No
Transformer,EigenWorms,6,1554245,0.9515,5,No
Transformer,EigenWorms,30,1925309,0.8462,5,No
Transformer,EigenWorms,8,2990901,0.9615,5,No
Transformer,EigenWorms,37,322139,0.9469,5,No
Transformer,EigenWorms,97,1142786,0.9438,5,No
Transformer,EigenWorms,63,1038543,0.7492,5,No
Transformer,EigenWorms,64,2480199,0.8354,5,No
Transformer,EigenWorms,90,697246,0.9600,5,No
Transformer,EigenWorms,99,1689203,0.7377,5,No
Transformer,EigenWorms,55,1573709,0.9646,5,No
Transformer,EigenWorms,83,1527381,0.9654,5,No
Transformer,EigenWorms,77,1273367,0.9169,5,No
Transformer,EigenWorms,48,1093004,0.8085,5,No
Transformer,EigenWorms,70,1663285,0.9546,5,No
Transformer,EigenWorms,84,1326285,0.9408,5,No
Transformer,EigenWorms,46,650653,0.9400,5,No
Transformer,EigenWorms,79,377507,0.9585,5,No
Transformer,EigenWorms,41,750269,0.9177,5,No
Transformer,EigenWorms,15,720101,0.9469,5,No
Transformer,EigenWorms,12,1963249,0.9569,5,No
Transformer,EigenWorms,24,616181,0.8085,5,No
Transformer,EigenWorms,23,341393,0.9500,5,No
Transformer,EigenWorms,40,2809480,0.9738,5,No
Transformer,EigenWorms,47,521841,0.9585,5,No
Transformer,EigenWorms,78,1131993,0.5923,5,No
Transformer,EigenWorms,85,895851,0.9585,5,No
Transformer,EigenWorms,71,1530689,0.9600,5,No
Transformer,EigenWorms,100,1389729,0.9600,5,No
Transformer,EigenWorms,76,920327,0.8854,5,No
Transformer,EigenWorms,82,416981,0.9600,5,No
Transformer,EigenWorms,49,687581,0.9377,5,No
Transformer,EigenWorms,22,2749211,0.9615,5,No
Transformer,EigenWorms,25,2418659,0.9600,5,No
Transformer,EigenWorms,13,590823,0.9554,5,No
Transformer,EigenWorms,14,2234161,0.9546,5,No
Transformer,EigenWorms,50,832173,0.6769,5,No
Transformer,EigenWorms,68,715430,0.9292,5,No
Transformer,EigenWorms,57,1157169,0.9492,5,No
Transformer,EigenWorms,61,886885,0.9600,5,No
Transformer,EigenWorms,95,1946819,0.7777,5,No
Transformer,EigenWorms,59,461610,0.5892,5,No
Transformer,EigenWorms,92,1534105,0.3992,5,No
Transformer,EigenWorms,66,2830025,0.9738,5,No
Transformer,EigenWorms,32,1001623,0.9615,5,No
Transformer,EigenWorms,35,3258377,0.8931,5,No
Transformer,EigenWorms,3,586556,0.9600,5,No
Transformer,EigenWorms,4,1744463,0.9223,5,No
Transformer,EigenWorms,58,108246,0.9523,5,Yes
Transformer,EigenWorms,67,347382,0.9108,5,No
Transformer,EigenWorms,93,354425,0.5508,5,No
Transformer,EigenWorms,94,1276203,0.9600,5,No
Transformer,EigenWorms,60,570614,0.9492,5,No
Transformer,EigenWorms,69,1243425,0.8731,5,No
Transformer,EigenWorms,56,2258213,0.9562,5,No
Transformer,EigenWorms,51,1316155,0.9615,5,No
Transformer,EigenWorms,5,2279918,0.9538,1,No
Transformer,EigenWorms,2,290457,0.8515,5,No
Transformer,EigenWorms,34,685729,0.9608,5,No
Transformer,EigenWorms,33,1836098,0.9600,5,No
Transformer,EigenWorms,11,3543623,0.9662,5,No
Transformer,EigenWorms,29,899579,0.9000,5,No
Transformer,EigenWorms,16,1418803,0.9569,5,No
Transformer,EigenWorms,20,1319489,0.7062,5,No
Transformer,EigenWorms,18,606518,0.9615,5,No
Transformer,EigenWorms,27,330709,0.9523,5,No
Transformer,EigenWorms,87,198505,0.8331,5,No
Transformer,EigenWorms,80,622631,0.9046,5,No
Transformer,EigenWorms,74,76413,0.9000,5,Yes
Transformer,EigenWorms,42,1882139,0.9677,5,No
Transformer,EigenWorms,89,522217,0.6923,5,No
Transformer,EigenWorms,45,202663,0.8115,5,No
Transformer,EigenWorms,19,376495,0.9069,5,No
Transformer,EigenWorms,26,567722,0.9646,5,No
Transformer,EigenWorms,21,654341,0.5823,5,No
Transformer,EigenWorms,28,266568,0.9538,5,No
Transformer,EigenWorms,17,1189449,0.9485,5,No
Transformer,EigenWorms,10,550120,0.9215,5,No
Transformer,EigenWorms,44,571710,0.8900,5,No
Transformer,EigenWorms,43,1835843,0.9608,5,No
Transformer,EigenWorms,88,886861,0.8262,5,No
Transformer,EigenWorms,75,1231445,0.9523,5,No
Transformer,EigenWorms,81,2197135,0.9500,5,No
Transformer,EigenWorms,86,189611,0.8885,5,No
Transformer,EigenWorms,72,960315,0.8369,5,No
Transformer,FaultDetectionB,36,1124922,0.9030,5,No
Transformer,FaultDetectionB,9,1501153,0.8339,5,No
Transformer,FaultDetectionB,31,1287044,0.7139,5,No
Transformer,FaultDetectionB,7,1459254,0.9079,5,No
Transformer,FaultDetectionB,38,289979,0.7709,5,No
Transformer,FaultDetectionB,54,605004,0.9588,5,No
Transformer,FaultDetectionB,98,334463,0.8133,5,No
Transformer,FaultDetectionB,53,1188047,0.9285,5,No
Transformer,FaultDetectionB,91,598205,0.9285,5,No
Transformer,FaultDetectionB,65,898737,0.8048,5,No
Transformer,FaultDetectionB,62,566880,0.9588,5,No
Transformer,FaultDetectionB,96,1370883,0.9442,5,No
Transformer,FaultDetectionB,1,853423,0.9697,5,No
Transformer,FaultDetectionB,39,585154,0.9721,5,No
Transformer,FaultDetectionB,6,3012231,0.7867,5,No
Transformer,FaultDetectionB,30,727354,0.8703,5,No
Transformer,FaultDetectionB,8,813006,0.9370,5,No
Transformer,FaultDetectionB,37,3089513,0.5539,5,No
Transformer,FaultDetectionB,97,1812123,0.8630,5,No
Transformer,FaultDetectionB,63,329636,0.9406,5,No
Transformer,FaultDetectionB,64,265705,0.8279,5,No
Transformer,FaultDetectionB,90,747366,0.8703,5,No
Transformer,FaultDetectionB,99,477876,0.9236,5,No
Transformer,FaultDetectionB,52,1416981,0.7503,5,No
Transformer,FaultDetectionB,55,375828,0.7345,5,No
Transformer,FaultDetectionB,83,259567,0.7745,5,No
Transformer,FaultDetectionB,77,1827113,0.8170,5,No
Transformer,FaultDetectionB,48,1961826,0.8824,5,No
Transformer,FaultDetectionB,70,683991,0.8909,5,No
Transformer,FaultDetectionB,84,1054898,0.8630,5,No
Transformer,FaultDetectionB,46,549579,0.7406,5,No
Transformer,FaultDetectionB,79,1318143,0.9612,5,No
Transformer,FaultDetectionB,41,2278684,0.6061,2,No
Transformer,FaultDetectionB,15,518347,0.8897,5,No
Transformer,FaultDetectionB,12,1036026,0.7176,5,No
Transformer,FaultDetectionB,24,955467,0.7600,5,No
Transformer,FaultDetectionB,23,958077,0.8679,5,No
Transformer,FaultDetectionB,40,1743033,0.7467,5,No
Transformer,FaultDetectionB,47,3541941,0.9648,5,No
Transformer,FaultDetectionB,78,508373,0.9430,5,No
Transformer,FaultDetectionB,85,262981,0.9418,5,No
Transformer,FaultDetectionB,71,3256821,0.7067,5,No
Transformer,FaultDetectionB,100,1296315,0.4788,5,No
Transformer,FaultDetectionB,76,222912,0.9648,5,No
Transformer,FaultDetectionB,82,809466,0.8618,5,No
Transformer,FaultDetectionB,49,589834,0.9321,5,No
Transformer,FaultDetectionB,22,298655,0.8861,5,No
Transformer,FaultDetectionB,25,1125579,0.8048,5,No
Transformer,FaultDetectionB,13,821023,0.6848,5,No
Transformer,FaultDetectionB,14,722631,0.5442,5,No
Transformer,FaultDetectionB,50,2232339,0.8533,5,No
Transformer,FaultDetectionB,68,1000837,0.9588,5,No
Transformer,FaultDetectionB,57,653415,0.5127,5,No
Transformer,FaultDetectionB,61,2417334,0.9321,5,No
Transformer,FaultDetectionB,95,1951434,0.6764,5,No
Transformer,FaultDetectionB,59,340579,0.7127,5,No
Transformer,FaultDetectionB,92,2385198,0.7794,5,No
Transformer,FaultDetectionB,66,1923627,0.6752,5,No
Transformer,FaultDetectionB,32,769538,0.8158,5,No
Transformer,FaultDetectionB,35,263365,0.9685,5,No
Transformer,FaultDetectionB,3,934380,0.8448,5,No
Transformer,FaultDetectionB,4,1379148,0.7212,5,No
Transformer,FaultDetectionB,58,2747739,0.7891,5,No
Transformer,FaultDetectionB,67,522999,0.9127,5,No
Transformer,FaultDetectionB,93,837594,0.9127,5,No
Transformer,FaultDetectionB,94,906549,0.9588,5,No
Transformer,FaultDetectionB,60,614940,0.6667,5,No
Transformer,FaultDetectionB,69,1834500,0.9612,5,No
Transformer,FaultDetectionB,56,1318423,0.5661,5,No
Transformer,FaultDetectionB,51,718321,0.9673,5,No
Transformer,FaultDetectionB,5,2143659,0.8646,3,No
Transformer,FaultDetectionB,2,4207538,0.8739,5,No
Transformer,FaultDetectionB,34,175452,0.9273,5,No
Transformer,FaultDetectionB,33,897603,0.8255,5,No
Transformer,FaultDetectionB,11,1337967,0.8230,5,No
Transformer,FaultDetectionB,29,1015125,0.7697,5,No
Transformer,FaultDetectionB,16,1508145,0.7055,5,No
Transformer,FaultDetectionB,20,1359893,0.7939,5,No
Transformer,FaultDetectionB,18,2283906,0.9067,5,No
Transformer,FaultDetectionB,27,1660944,0.8279,5,No
Transformer,FaultDetectionB,73,588001,0.9394,5,No
Transformer,FaultDetectionB,87,136319,0.9576,5,No
Transformer,FaultDetectionB,80,1760021,0.9188,5,No
Transformer,FaultDetectionB,74,1006956,0.7855,5,No
Transformer,FaultDetectionB,42,1553403,0.7648,5,No
Transformer,FaultDetectionB,89,1391043,0.9103,5,No
Transformer,FaultDetectionB,45,1263143,0.9018,5,No
Transformer,FaultDetectionB,19,1226883,0.7527,5,No
Transformer,FaultDetectionB,26,392707,0.6970,5,No
Transformer,FaultDetectionB,21,2341914,0.9370,5,No
Transformer,FaultDetectionB,28,1148757,0.8400,5,No
Transformer,FaultDetectionB,17,889518,0.9588,5,No
Transformer,FaultDetectionB,10,1492091,0.9273,5,No
Transformer,FaultDetectionB,44,2989107,0.8412,5,No
Transformer,FaultDetectionB,43,525525,0.9552,5,No
Transformer,FaultDetectionB,88,2110283,0.7091,5,No
Transformer,FaultDetectionB,75,2093049,0.5939,5,No
Transformer,FaultDetectionB,81,280539,0.4715,5,No
Transformer,FaultDetectionB,86,2742717,0.8655,5,No
Transformer,FaultDetectionB,72,533297,0.7515,5,No
Transformer,FiftyWords,36,1086870,0.4400,5,No
Transformer,FiftyWords,9,855758,0.7198,5,No
Transformer,FiftyWords,31,378962,0.7242,5,No
Transformer,FiftyWords,7,3341352,0.7204,5,No
Transformer,FiftyWords,38,2150410,0.7357,5,No
Transformer,FiftyWords,54,434327,0.5560,5,No
Transformer,FiftyWords,98,423181,0.5967,5,No
Transformer,FiftyWords,53,940250,0.6979,5,No
Transformer,FiftyWords,91,2565405,0.6568,5,No
Transformer,FiftyWords,65,2387090,0.7523,5,No
Transformer,FiftyWords,62,270152,0.5392,5,No
Transformer,FiftyWords,96,1473246,0.4130,5,No
Transformer,FiftyWords,1,1976190,0.7562,5,No
Transformer,FiftyWords,39,2197292,0.5719,5,No
Transformer,FiftyWords,6,391469,0.7165,5,No
Transformer,FiftyWords,30,3058922,0.7160,5,No
Transformer,FiftyWords,8,1478464,0.6179,5,No
Transformer,FiftyWords,37,453724,0.6219,5,No
Transformer,FiftyWords,97,481910,0.6862,5,No
Transformer,FiftyWords,63,1256018,0.6818,5,No
Transformer,FiftyWords,64,719053,0.5516,5,No
Transformer,FiftyWords,90,233307,0.6566,5,No
Transformer,FiftyWords,99,2103754,0.2851,5,No
Transformer,FiftyWords,52,2264080,0.5662,5,No
Transformer,FiftyWords,55,577880,0.6621,5,No
Transformer,FiftyWords,83,2552906,0.7193,5,No
Transformer,FiftyWords,77,1469012,0.7025,5,No
Transformer,FiftyWords,48,605576,0.5295,5,No
Transformer,FiftyWords,70,1168230,0.5388,5,No
Transformer,FiftyWords,84,2641190,0.6846,5,No
Transformer,FiftyWords,46,344527,0.6745,5,No
Transformer,FiftyWords,79,283351,0.6804,5,No
Transformer,FiftyWords,41,819378,0.6510,5,No
Transformer,FiftyWords,15,2400572,0.7041,5,No
Transformer,FiftyWords,12,2279725,0.5954,5,No
Transformer,FiftyWords,24,417760,0.5461,5,No
Transformer,FiftyWords,23,986246,0.4528,5,No
Transformer,FiftyWords,40,568528,0.7129,5,No
Transformer,FiftyWords,47,985484,0.5448,5,No
Transformer,FiftyWords,78,123485,0.5483,5,No
Transformer,FiftyWords,85,1038592,0.6325,5,No
Transformer,FiftyWords,71,1961885,0.6802,5,No
Transformer,FiftyWords,100,1639436,0.6433,5,No
Transformer,FiftyWords,76,660536,0.7189,5,No
Transformer,FiftyWords,82,239495,0.5987,5,No
Transformer,FiftyWords,49,2397113,0.4977,5,No
Transformer,FiftyWords,22,1226950,0.2919,5,No
Transformer,FiftyWords,25,1381068,0.6270,5,No
Transformer,FiftyWords,13,139048,0.6977,5,No
Transformer,FiftyWords,14,398562,0.5799,5,No
Transformer,FiftyWords,50,270119,0.5704,5,No
Transformer,FiftyWords,68,1673990,0.6950,5,No
Transformer,FiftyWords,57,610454,0.3238,5,No
Transformer,FiftyWords,61,744120,0.7406,5,No
Transformer,FiftyWords,95,1360460,0.5870,5,No
Transformer,FiftyWords,59,2448628,0.7238,5,No
Transformer,FiftyWords,92,3389156,0.6150,5,No
Transformer,FiftyWords,66,591388,0.5260,5,No
Transformer,FiftyWords,32,1366583,0.6793,5,No
Transformer,FiftyWords,35,1022504,0.4440,5,No
Transformer,FiftyWords,3,1904304,0.6345,5,No
Transformer,FiftyWords,4,447523,0.4579,5,No
Transformer,FiftyWords,58,864818,0.5823,5,No
Transformer,FiftyWords,67,796706,0.7061,5,No
Transformer,FiftyWords,93,429036,0.3927,5,No
Transformer,FiftyWords,94,3960104,0.7189,5,No
Transformer,FiftyWords,60,1305804,0.3401,5,No
Transformer,FiftyWords,69,2920112,0.4537,5,No
Transformer,FiftyWords,56,1095672,0.5655,5,No
Transformer,FiftyWords,51,514921,0.6623,5,No
Transformer,FiftyWords,5,1154474,0.7145,5,No
Transformer,FiftyWords,2,2696834,0.5635,5,No
Transformer,FiftyWords,34,307715,0.6296,5,No
Transformer,FiftyWords,33,999088,0.3845,5,No
Transformer,FiftyWords,11,320627,0.7178,5,No
Transformer,FiftyWords,29,962240,0.6305,5,No
Transformer,FiftyWords,16,250046,0.7145,5,No
Transformer,FiftyWords,20,523562,0.3938,5,No
Transformer,FiftyWords,18,3331046,0.6957,5,No
Transformer,FiftyWords,27,1534670,0.3655,5,No
Transformer,FiftyWords,73,1701860,0.7421,5,No
Transformer,FiftyWords,87,3359648,0.4926,5,No
Transformer,FiftyWords,80,1188375,0.5978,5,No
Transformer,FiftyWords,74,683010,0.3379,5,No
Transformer,FiftyWords,42,416653,0.6709,5,No
Transformer,FiftyWords,89,1735292,0.5828,5,No
Transformer,FiftyWords,45,1011856,0.6331,5,No
Transformer,FiftyWords,19,2134088,0.5943,5,No
Transformer,FiftyWords,26,944996,0.4740,5,No
Transformer,FiftyWords,21,3222732,0.6610,5,No
Transformer,FiftyWords,28,1013455,0.7182,5,No
Transformer,FiftyWords,17,3546495,0.7114,5,No
Transformer,FiftyWords,10,1758658,0.5337,5,No
Transformer,FiftyWords,44,1403226,0.6716,5,No
Transformer,FiftyWords,43,1656359,0.4884,5,No
Transformer,FiftyWords,88,287034,0.2955,5,No
Transformer,FiftyWords,75,466823,0.1786,5,No
Transformer,FiftyWords,81,1016319,0.7151,5,No
Transformer,FiftyWords,86,2423175,0.7339,5,No
Transformer,FiftyWords,72,2263745,0.2707,5,No
Transformer,HouseTwenty,36,711958,0.5175,5,No
Transformer,HouseTwenty,9,2963940,0.5175,5,No
Transformer,HouseTwenty,31,2366146,0.5175,5,No
Transformer,HouseTwenty,7,1454216,0.5425,5,No
Transformer,HouseTwenty,38,2684690,0.5125,5,No
Transformer,HouseTwenty,98,376922,0.5375,5,No
Transformer,HouseTwenty,53,3534063,0.5425,5,No
Transformer,HouseTwenty,91,499804,0.5125,5,No
Transformer,HouseTwenty,65,952688,0.5125,5,No
Transformer,HouseTwenty,62,932996,0.5575,5,No
Transformer,HouseTwenty,96,430112,0.5525,5,No
Transformer,HouseTwenty,1,3211927,0.5275,5,No
Transformer,HouseTwenty,39,1895520,0.5075,5,No
Transformer,HouseTwenty,6,1265690,0.5625,5,No
Transformer,HouseTwenty,30,574154,0.5575,5,No
Transformer,HouseTwenty,8,668636,0.5325,5,No
Transformer,HouseTwenty,37,1967694,0.5525,5,No
Transformer,HouseTwenty,97,1557804,0.5237,5,No
Transformer,HouseTwenty,63,1527710,0.5225,5,No
Transformer,HouseTwenty,64,1008127,0.5625,5,No
Transformer,HouseTwenty,90,1014626,0.5625,5,No
Transformer,HouseTwenty,99,454512,0.5625,5,No
Transformer,HouseTwenty,52,244622,0.5625,5,No
Transformer,HouseTwenty,55,2122520,0.5075,5,No
Transformer,HouseTwenty,83,989289,0.5625,5,No
Transformer,HouseTwenty,77,653663,0.5175,5,No
Transformer,HouseTwenty,48,2271613,0.5275,5,No
Transformer,HouseTwenty,70,301907,0.5625,5,No
Transformer,HouseTwenty,84,1373858,0.5475,5,No
Transformer,HouseTwenty,46,1747666,0.5525,5,No
Transformer,HouseTwenty,79,529214,0.5075,5,No
Transformer,HouseTwenty,41,1143386,0.5625,5,No
Transformer,HouseTwenty,15,1462498,0.5575,5,No
Transformer,HouseTwenty,12,295798,0.5175,5,No
Transformer,HouseTwenty,24,1470558,0.5250,2,No
Transformer,HouseTwenty,23,860492,0.5625,5,No
Transformer,HouseTwenty,40,438643,0.5625,5,No
Transformer,HouseTwenty,47,311363,0.5375,5,No
Transformer,HouseTwenty,78,1651672,0.5625,5,No
Transformer,HouseTwenty,85,139446,0.5575,5,No
Transformer,HouseTwenty,71,1014968,0.5625,5,No
Transformer,HouseTwenty,100,782106,0.5625,5,No
Transformer,HouseTwenty,76,794573,0.5625,5,No
Transformer,HouseTwenty,82,372895,0.5625,5,No
Transformer,HouseTwenty,49,135400,0.5625,5,No
Transformer,HouseTwenty,22,313178,0.5225,5,No
Transformer,HouseTwenty,25,836398,0.5625,5,No
Transformer,HouseTwenty,13,1137466,0.5625,5,No
Transformer,HouseTwenty,14,3977136,0.5188,4,No
Transformer,HouseTwenty,50,390354,0.5175,5,No
Transformer,HouseTwenty,68,1357607,0.5625,5,No
Transformer,HouseTwenty,61,1374972,0.5175,5,No
Transformer,HouseTwenty,95,2143508,0.5625,5,No
Transformer,HouseTwenty,59,975542,0.5125,5,No
Transformer,HouseTwenty,92,355902,0.5625,5,No
Transformer,HouseTwenty,32,2394654,0.4975,5,No
Transformer,HouseTwenty,35,381218,0.5225,5,No
Transformer,HouseTwenty,3,357282,0.5625,5,No
Transformer,HouseTwenty,4,1296468,0.5625,5,No
Transformer,HouseTwenty,58,1219222,0.5075,5,No
Transformer,HouseTwenty,67,374546,0.5625,5,No
Transformer,HouseTwenty,93,1091762,0.5025,5,No
Transformer,HouseTwenty,94,1454834,0.5625,5,No
Transformer,HouseTwenty,60,406624,0.5025,5,No
Transformer,HouseTwenty,69,988816,0.5125,5,No
Transformer,HouseTwenty,56,514010,0.5025,5,No
Transformer,HouseTwenty,51,2391308,0.5375,5,No
Transformer,HouseTwenty,5,808346,0.5525,5,No
Transformer,HouseTwenty,2,901316,0.5425,5,No
