Model,Dataset,Config_ID,Model_Size_Parameters,Performance_Val_Accuracy_Avg,Num_Seeds_Averaged,Is_Pareto_Optimal
GRU,HouseTwenty,64,28971,0.6112,5,No
GRU,HouseTwenty,90,42602,0.6625,5,No
GRU,HouseTwenty,99,122542,0.6388,5,No
GRU,HouseTwenty,52,11054,0.5675,5,No
GRU,HouseTwenty,55,248126,0.5887,5,No
GRU,HouseTwenty,83,305966,0.5662,5,No
GRU,HouseTwenty,77,136186,0.6925,5,No
GRU,HouseTwenty,48,23942,0.6213,5,No
GRU,HouseTwenty,70,32727,0.5950,5,No
GRU,HouseTwenty,84,202610,0.6275,5,No
GRU,HouseTwenty,46,15611,0.5813,5,No
GRU,HouseTwenty,79,91582,0.6537,5,No
GRU,HouseTwenty,41,77117,0.6125,5,No
GRU,HouseTwenty,15,5885,0.5538,5,No
GRU,HouseTwenty,12,12038,0.5663,5,No
GRU,HouseTwenty,24,278411,0.6038,5,No
GRU,HouseTwenty,23,248126,0.5637,5,No
GRU,HouseTwenty,40,148127,0.6462,5,No
GRU,HouseTwenty,47,143278,0.6800,5,No
GRU,HouseTwenty,78,37682,0.5713,5,No
GRU,HouseTwenty,85,6515,0.6312,5,No
GRU,HouseTwenty,71,66746,0.5712,5,No
GRU,HouseTwenty,100,155332,0.5975,5,No
GRU,HouseTwenty,76,194448,0.5925,5,No
GRU,HouseTwenty,82,36145,0.5950,5,No
GRU,HouseTwenty,49,19346,0.6213,5,No
GRU,HouseTwenty,22,132843,0.5687,5,No
GRU,HouseTwenty,25,39251,0.6088,5,No
GRU,HouseTwenty,13,187917,0.5750,5,No
GRU,HouseTwenty,14,6515,0.5938,5,No
GRU,HouseTwenty,50,383441,0.6338,5,No
GRU,HouseTwenty,68,311633,0.7000,5,No
GRU,HouseTwenty,57,23752,0.5588,5,No
GRU,HouseTwenty,61,469991,0.7212,5,No
GRU,HouseTwenty,95,626775,0.6525,5,No
GRU,HouseTwenty,59,22121,0.5725,5,No
GRU,HouseTwenty,92,237027,0.6462,5,No
GRU,HouseTwenty,66,125366,0.6675,5,No
GRU,HouseTwenty,32,108980,0.6488,5,No
GRU,HouseTwenty,35,181580,0.6637,5,No
GRU,HouseTwenty,3,125241,0.5875,5,No
GRU,HouseTwenty,4,108098,0.6988,5,No
GRU,HouseTwenty,58,160526,0.6113,5,No
GRU,HouseTwenty,67,12742,0.5713,5,No
GRU,HouseTwenty,93,90497,0.6200,5,No
GRU,HouseTwenty,94,328946,0.7063,5,No
GRU,HouseTwenty,60,23714,0.5950,5,No
GRU,HouseTwenty,69,40532,0.5912,5,No
GRU,HouseTwenty,56,291197,0.6388,5,No
GRU,HouseTwenty,51,105470,0.6225,5,No
GRU,HouseTwenty,5,108098,0.5487,5,No
GRU,HouseTwenty,2,39401,0.6300,5,No
GRU,HouseTwenty,34,40532,0.6525,5,No
GRU,HouseTwenty,33,31932,0.6100,5,No
GRU,HouseTwenty,11,17617,0.5825,5,No
GRU,HouseTwenty,29,488357,0.5975,5,No
GRU,HouseTwenty,16,16326,0.6062,5,No
GRU,HouseTwenty,20,575360,0.6388,5,No
GRU,HouseTwenty,18,131132,0.6887,5,No
GRU,HouseTwenty,27,104301,0.6125,5,No
GRU,HouseTwenty,73,187917,0.5887,5,No
GRU,HouseTwenty,87,55798,0.6638,5,No
GRU,HouseTwenty,80,145682,0.6162,5,No
GRU,HouseTwenty,74,87794,0.5850,5,No
GRU,HouseTwenty,42,13625,0.6275,5,No
GRU,HouseTwenty,89,108980,0.5887,5,No
GRU,HouseTwenty,45,23327,0.6400,5,No
GRU,HouseTwenty,19,545567,0.7037,5,No
GRU,HouseTwenty,26,12911,0.6000,5,No
GRU,HouseTwenty,21,31235,0.6338,5,No
GRU,HouseTwenty,28,98655,0.6175,5,No
GRU,HouseTwenty,17,120338,0.5887,5,No
GRU,HouseTwenty,10,4450,0.5863,5,No
GRU,HouseTwenty,44,158501,0.6425,5,No
GRU,HouseTwenty,43,47194,0.6000,5,No
GRU,HouseTwenty,88,44410,0.6225,5,No
GRU,HouseTwenty,75,26282,0.6438,5,No
GRU,HouseTwenty,81,36521,0.5813,5,No
GRU,HouseTwenty,86,38496,0.5775,5,No
GRU,HouseTwenty,72,243240,0.6112,5,No
GRU,KeplerLightCurves,36,9511,0.3130,5,No
GRU,KeplerLightCurves,9,145015,0.3121,5,No
GRU,KeplerLightCurves,31,268263,0.3121,5,No
GRU,KeplerLightCurves,7,135087,0.3121,5,No
GRU,KeplerLightCurves,38,97671,0.3129,5,No
GRU,KeplerLightCurves,54,71155,0.3121,5,No
GRU,KeplerLightCurves,98,5767,0.3121,5,No
GRU,KeplerLightCurves,53,69037,0.3121,5,No
GRU,KeplerLightCurves,91,20377,0.3121,5,No
GRU,KeplerLightCurves,65,289807,0.3121,5,No
GRU,KeplerLightCurves,62,616911,0.3121,5,No
GRU,KeplerLightCurves,96,416563,0.3128,5,No
GRU,KeplerLightCurves,1,23751,0.3121,5,No
GRU,KeplerLightCurves,39,375735,0.3121,5,No
GRU,KeplerLightCurves,6,58327,0.3121,5,No
GRU,KeplerLightCurves,30,27367,0.3121,5,No
GRU,KeplerLightCurves,8,252757,0.3121,5,No
GRU,KeplerLightCurves,37,64911,0.3121,5,No
GRU,KeplerLightCurves,97,77350,0.3121,5,No
GRU,KeplerLightCurves,63,189007,0.3121,5,No
GRU,KeplerLightCurves,64,29271,0.3121,5,No
GRU,KeplerLightCurves,90,42807,0.3121,5,No
GRU,KeplerLightCurves,99,123097,0.3121,5,No
GRU,KeplerLightCurves,52,11239,0.3121,5,No
GRU,KeplerLightCurves,55,248751,0.3121,5,No
GRU,KeplerLightCurves,83,306511,0.3121,5,No
GRU,KeplerLightCurves,77,136771,0.3121,5,No
GRU,KeplerLightCurves,48,24327,0.3134,5,No
GRU,KeplerLightCurves,70,32907,0.3121,5,No
GRU,KeplerLightCurves,84,203175,0.3121,5,No
GRU,KeplerLightCurves,46,15831,0.3121,5,No
GRU,KeplerLightCurves,79,92062,0.3121,5,No
GRU,KeplerLightCurves,41,77607,0.3122,5,No
GRU,KeplerLightCurves,15,6075,0.3125,5,No
GRU,KeplerLightCurves,12,12213,0.3121,5,No
GRU,KeplerLightCurves,24,278931,0.3121,5,No
GRU,KeplerLightCurves,23,248751,0.3121,5,No
GRU,KeplerLightCurves,40,148507,0.3121,5,No
GRU,KeplerLightCurves,47,143878,0.3121,5,No
GRU,KeplerLightCurves,78,37927,0.3121,5,No
GRU,KeplerLightCurves,85,6715,0.3123,5,No
GRU,KeplerLightCurves,71,67156,0.3121,5,No
GRU,KeplerLightCurves,100,155827,0.3121,5,No
GRU,KeplerLightCurves,76,194883,0.3121,5,No
GRU,KeplerLightCurves,82,36385,0.3121,5,No
GRU,KeplerLightCurves,49,19591,0.3148,5,No
GRU,KeplerLightCurves,22,133203,0.3121,5,No
GRU,KeplerLightCurves,25,39501,0.3121,5,No
GRU,KeplerLightCurves,13,188247,0.3121,5,No
GRU,KeplerLightCurves,14,6715,0.3123,5,No
GRU,KeplerLightCurves,50,383911,0.3121,5,No
GRU,KeplerLightCurves,68,312183,0.3121,5,No
GRU,KeplerLightCurves,57,23947,0.3121,5,No
GRU,KeplerLightCurves,61,470511,0.3121,5,No
GRU,KeplerLightCurves,95,627375,0.3121,5,No
GRU,KeplerLightCurves,59,22491,0.3121,5,No
GRU,KeplerLightCurves,92,237507,0.3121,5,No
GRU,KeplerLightCurves,66,125991,0.3121,5,No
GRU,KeplerLightCurves,32,109395,0.3121,5,No
GRU,KeplerLightCurves,35,182115,0.3121,5,No
GRU,KeplerLightCurves,3,125511,0.3121,5,No
GRU,KeplerLightCurves,4,108423,0.3121,5,No
GRU,KeplerLightCurves,58,161161,0.3121,5,No
GRU,KeplerLightCurves,67,12922,0.3121,5,No
GRU,KeplerLightCurves,93,90727,0.3121,5,No
GRU,KeplerLightCurves,94,329511,0.3121,5,No
GRU,KeplerLightCurves,60,23959,0.3121,5,No
GRU,KeplerLightCurves,69,40887,0.3121,5,No
GRU,KeplerLightCurves,56,291607,0.3121,5,No
GRU,KeplerLightCurves,51,105985,0.3121,5,No
GRU,KeplerLightCurves,5,108423,0.3121,5,No
GRU,KeplerLightCurves,2,39751,0.3180,5,No
GRU,KeplerLightCurves,34,40887,0.3122,5,No
GRU,KeplerLightCurves,33,32247,0.3127,5,No
GRU,KeplerLightCurves,11,17947,0.3122,5,No
GRU,KeplerLightCurves,29,488887,0.3121,5,No
GRU,KeplerLightCurves,16,16551,0.3121,5,No
GRU,KeplerLightCurves,20,575935,0.3121,5,No
GRU,KeplerLightCurves,18,131587,0.3121,5,No
GRU,KeplerLightCurves,27,104871,0.3122,5,No
GRU,KeplerLightCurves,73,188247,0.3121,5,No
GRU,KeplerLightCurves,87,56173,0.3121,5,No
GRU,KeplerLightCurves,80,146287,0.3121,5,No
GRU,KeplerLightCurves,74,88264,0.3121,5,No
GRU,KeplerLightCurves,42,13915,0.3121,5,No
GRU,KeplerLightCurves,89,109395,0.3121,5,No
GRU,KeplerLightCurves,45,23707,0.3122,5,No
GRU,KeplerLightCurves,19,546127,0.3121,5,No
GRU,KeplerLightCurves,26,13111,0.3121,5,No
GRU,KeplerLightCurves,21,31675,0.3121,5,No
GRU,KeplerLightCurves,28,98895,0.3121,5,No
GRU,KeplerLightCurves,17,120888,0.3121,5,No
GRU,KeplerLightCurves,10,4615,0.3121,5,No
GRU,KeplerLightCurves,44,159001,0.3121,5,No
GRU,KeplerLightCurves,43,47539,0.3121,5,No
GRU,KeplerLightCurves,88,44935,0.3121,5,No
GRU,KeplerLightCurves,75,26487,0.3121,5,No
GRU,KeplerLightCurves,81,36711,0.3121,5,No
GRU,KeplerLightCurves,86,38691,0.3121,5,No
GRU,KeplerLightCurves,72,243615,0.3121,5,No
GRU,RightWhaleCalls,36,9341,0.5116,5,No
GRU,RightWhaleCalls,9,144725,0.5035,5,No
GRU,RightWhaleCalls,31,267753,0.5412,5,No
GRU,RightWhaleCalls,7,134807,0.4989,5,No
GRU,RightWhaleCalls,38,97121,0.5832,5,No
GRU,RightWhaleCalls,54,70820,0.4958,5,No
GRU,RightWhaleCalls,98,5582,0.5105,5,No
GRU,RightWhaleCalls,53,68707,0.4976,5,No
GRU,RightWhaleCalls,91,20197,0.5048,5,No
GRU,RightWhaleCalls,65,289277,0.5070,5,No
GRU,RightWhaleCalls,62,616316,0.5074,5,No
GRU,RightWhaleCalls,96,415928,0.5086,5,No
GRU,RightWhaleCalls,1,23481,0.5232,5,No
GRU,RightWhaleCalls,39,375270,0.5025,5,No
GRU,RightWhaleCalls,6,58142,0.5039,5,No
GRU,RightWhaleCalls,30,27077,0.5344,5,No
GRU,RightWhaleCalls,8,252127,0.4982,5,No
GRU,RightWhaleCalls,37,64716,0.4964,5,No
GRU,RightWhaleCalls,97,76910,0.4921,5,No
GRU,RightWhaleCalls,63,188462,0.5012,5,No
GRU,RightWhaleCalls,64,28971,0.5189,5,No
GRU,RightWhaleCalls,90,42602,0.5046,5,No
GRU,RightWhaleCalls,99,122542,0.5023,5,No
GRU,RightWhaleCalls,52,11054,0.4973,5,No
GRU,RightWhaleCalls,55,248126,0.5023,5,No
GRU,RightWhaleCalls,83,305966,0.5070,5,No
GRU,RightWhaleCalls,77,136186,0.5092,5,No
GRU,RightWhaleCalls,48,23942,0.5131,5,No
GRU,RightWhaleCalls,70,32727,0.4977,5,No
GRU,RightWhaleCalls,84,202610,0.5000,5,No
GRU,RightWhaleCalls,46,15611,0.5027,5,No
GRU,RightWhaleCalls,79,91582,0.5180,5,No
GRU,RightWhaleCalls,41,77117,0.5762,5,No
GRU,RightWhaleCalls,15,5885,0.5592,5,No
GRU,RightWhaleCalls,12,12038,0.5007,5,No
GRU,RightWhaleCalls,24,278411,0.5211,5,No
GRU,RightWhaleCalls,23,248126,0.5026,5,No
GRU,RightWhaleCalls,40,148127,0.5128,5,No
GRU,RightWhaleCalls,47,143278,0.5029,5,No
GRU,RightWhaleCalls,78,37682,0.5031,5,No
GRU,RightWhaleCalls,85,6515,0.5359,5,No
GRU,RightWhaleCalls,71,66746,0.4995,5,No
GRU,RightWhaleCalls,100,155332,0.4985,5,No
GRU,RightWhaleCalls,76,194448,0.5016,5,No
GRU,RightWhaleCalls,82,36145,0.5097,5,No
GRU,RightWhaleCalls,49,19346,0.5833,5,No
GRU,RightWhaleCalls,22,132843,0.5157,5,No
GRU,RightWhaleCalls,25,39251,0.5001,5,No
GRU,RightWhaleCalls,13,187917,0.5019,5,No
GRU,RightWhaleCalls,14,6515,0.5812,5,No
GRU,RightWhaleCalls,50,383441,0.4988,5,No
GRU,RightWhaleCalls,68,311633,0.5126,5,No
GRU,RightWhaleCalls,57,23752,0.5000,5,No
GRU,RightWhaleCalls,61,469991,0.5003,5,No
GRU,RightWhaleCalls,95,626775,0.4994,5,No
GRU,RightWhaleCalls,59,22121,0.5154,5,No
GRU,RightWhaleCalls,92,237027,0.5172,5,No
GRU,RightWhaleCalls,66,125366,0.5406,5,No
GRU,RightWhaleCalls,32,108980,0.4991,5,No
GRU,RightWhaleCalls,35,181580,0.5013,5,No
GRU,RightWhaleCalls,3,125241,0.4950,5,No
GRU,RightWhaleCalls,4,108098,0.5067,5,No
GRU,RightWhaleCalls,58,160526,0.4990,5,No
GRU,RightWhaleCalls,67,12742,0.5082,5,No
GRU,RightWhaleCalls,93,90497,0.4956,5,No
GRU,RightWhaleCalls,94,328946,0.5054,5,No
GRU,RightWhaleCalls,60,23714,0.5006,5,No
GRU,RightWhaleCalls,69,40532,0.5766,5,No
GRU,RightWhaleCalls,56,291197,0.5036,5,No
GRU,RightWhaleCalls,51,105470,0.5309,5,No
GRU,RightWhaleCalls,5,108098,0.5060,5,No
GRU,RightWhaleCalls,2,39401,0.5826,5,No
GRU,RightWhaleCalls,34,40532,0.5756,5,No
GRU,RightWhaleCalls,33,31932,0.5800,5,No
GRU,RightWhaleCalls,11,17617,0.5287,5,No
GRU,RightWhaleCalls,29,488357,0.4990,5,No
GRU,RightWhaleCalls,16,16326,0.5307,5,No
GRU,RightWhaleCalls,20,575360,0.5048,5,No
GRU,RightWhaleCalls,18,131132,0.5006,5,No
GRU,RightWhaleCalls,27,104301,0.5832,5,No
GRU,RightWhaleCalls,73,187917,0.5132,5,No
GRU,RightWhaleCalls,87,55798,0.5129,5,No
GRU,RightWhaleCalls,80,145682,0.5039,5,No
GRU,RightWhaleCalls,74,87794,0.5364,5,No
GRU,RightWhaleCalls,42,13625,0.5195,5,No
GRU,RightWhaleCalls,89,108980,0.5003,5,No
GRU,RightWhaleCalls,45,23327,0.5247,5,No
GRU,RightWhaleCalls,19,545567,0.4988,5,No
GRU,RightWhaleCalls,26,12911,0.5302,5,No
GRU,RightWhaleCalls,21,31235,0.5287,5,No
GRU,RightWhaleCalls,28,98655,0.5048,5,No
GRU,RightWhaleCalls,17,120338,0.5002,5,No
GRU,RightWhaleCalls,10,4450,0.5230,5,No
GRU,RightWhaleCalls,44,158501,0.5018,5,No
GRU,RightWhaleCalls,43,47194,0.5049,5,No
GRU,RightWhaleCalls,88,44410,0.5108,5,No
GRU,RightWhaleCalls,75,26282,0.4999,5,No
GRU,RightWhaleCalls,81,36521,0.5036,5,No
GRU,RightWhaleCalls,86,38496,0.4999,5,No
GRU,RightWhaleCalls,72,243240,0.4996,5,No
GRU,classification_ozone,36,9341,0.4310,5,No
GRU,classification_ozone,9,144725,0.4361,5,No
GRU,classification_ozone,31,267753,0.4477,5,No
GRU,classification_ozone,7,134807,0.4735,5,No
GRU,classification_ozone,38,97121,0.4568,5,No
GRU,classification_ozone,54,70820,0.4542,5,No
GRU,classification_ozone,98,5582,0.4542,5,No
GRU,classification_ozone,53,68707,0.4632,5,No
GRU,classification_ozone,91,20197,0.4774,5,No
GRU,classification_ozone,65,289277,0.4581,5,No
GRU,classification_ozone,62,616316,0.4232,5,No
GRU,classification_ozone,96,415928,0.4387,5,No
GRU,classification_ozone,1,23481,0.4852,5,No
GRU,classification_ozone,39,375270,0.4490,5,No
GRU,classification_ozone,6,58142,0.4942,5,No
GRU,classification_ozone,30,27077,0.4594,5,No
GRU,classification_ozone,8,252127,0.4645,5,No
GRU,classification_ozone,37,64716,0.4323,5,No
GRU,classification_ozone,97,76910,0.4684,5,No
GRU,classification_ozone,63,188462,0.4968,5,No
GRU,classification_ozone,64,28971,0.5226,5,No
GRU,classification_ozone,90,42602,0.4581,5,No
GRU,classification_ozone,99,122542,0.4465,5,No
GRU,classification_ozone,52,11054,0.4994,5,No
GRU,classification_ozone,55,248126,0.4787,5,No
GRU,classification_ozone,83,305966,0.4929,5,No
GRU,classification_ozone,77,136186,0.4465,5,No
GRU,classification_ozone,48,23942,0.4490,5,No
GRU,classification_ozone,70,32727,0.4452,5,No
GRU,classification_ozone,84,202610,0.4890,5,No
GRU,classification_ozone,46,15611,0.4813,5,No
GRU,classification_ozone,79,91582,0.4748,5,No
GRU,classification_ozone,41,77117,0.4813,5,No
GRU,classification_ozone,15,5885,0.5097,5,No
GRU,classification_ozone,12,12038,0.4710,5,No
GRU,classification_ozone,24,278411,0.4632,5,No
GRU,classification_ozone,23,248126,0.4748,5,No
GRU,classification_ozone,40,148127,0.4645,5,No
GRU,classification_ozone,47,143278,0.4452,5,No
GRU,classification_ozone,78,37682,0.4890,5,No
GRU,classification_ozone,85,6515,0.4374,5,No
GRU,classification_ozone,71,66746,0.4929,5,No
GRU,classification_ozone,100,155332,0.4787,5,No
GRU,classification_ozone,76,194448,0.4787,5,No
GRU,classification_ozone,82,36145,0.4606,5,No
GRU,classification_ozone,49,19346,0.4361,5,No
GRU,classification_ozone,22,132843,0.4710,5,No
GRU,classification_ozone,25,39251,0.4697,5,No
GRU,classification_ozone,13,187917,0.4839,5,No
GRU,classification_ozone,14,6515,0.4929,5,No
GRU,classification_ozone,50,383441,0.4645,5,No
GRU,classification_ozone,68,311633,0.4400,5,No
GRU,classification_ozone,57,23752,0.4929,5,No
GRU,classification_ozone,61,469991,0.4323,5,No
GRU,classification_ozone,95,626775,0.4490,5,No
GRU,classification_ozone,59,22121,0.4826,5,No
GRU,classification_ozone,92,237027,0.4671,5,No
GRU,classification_ozone,66,125366,0.4542,5,No
GRU,classification_ozone,32,108980,0.4581,5,No
GRU,classification_ozone,35,181580,0.4542,5,No
GRU,classification_ozone,3,125241,0.4774,5,No
GRU,classification_ozone,4,108098,0.4400,5,No
GRU,classification_ozone,58,160526,0.4684,5,No
GRU,classification_ozone,67,12742,0.4787,5,No
GRU,classification_ozone,93,90497,0.4400,5,No
GRU,classification_ozone,94,328946,0.4387,5,No
GRU,classification_ozone,60,23714,0.4826,5,No
GRU,classification_ozone,69,40532,0.4710,5,No
GRU,classification_ozone,56,291197,0.4710,5,No
GRU,classification_ozone,51,105470,0.4477,5,No
GRU,classification_ozone,5,108098,0.4710,5,No
GRU,classification_ozone,2,39401,0.4426,5,No
GRU,classification_ozone,34,40532,0.4426,5,No
GRU,classification_ozone,33,31932,0.4568,5,No
GRU,classification_ozone,11,17617,0.4658,5,No
GRU,classification_ozone,29,488357,0.4245,5,No
GRU,classification_ozone,16,16326,0.4774,5,No
GRU,classification_ozone,20,575360,0.4348,5,No
GRU,classification_ozone,18,131132,0.4439,5,No
GRU,classification_ozone,27,104301,0.4632,5,No
GRU,classification_ozone,73,187917,0.5058,5,No
GRU,classification_ozone,87,55798,0.4542,5,No
GRU,classification_ozone,80,145682,0.4490,5,No
GRU,classification_ozone,74,87794,0.4632,5,No
GRU,classification_ozone,42,13625,0.4632,5,No
GRU,classification_ozone,89,108980,0.4348,5,No
GRU,classification_ozone,45,23327,0.4568,5,No
GRU,classification_ozone,19,545567,0.4439,5,No
GRU,classification_ozone,26,12911,0.4787,5,No
GRU,classification_ozone,21,31235,0.4516,5,No
GRU,classification_ozone,28,98655,0.4516,5,No
GRU,classification_ozone,17,120338,0.4606,5,No
GRU,classification_ozone,10,4450,0.4839,5,No
GRU,classification_ozone,44,158501,0.4361,5,No
GRU,classification_ozone,43,47194,0.4658,5,No
GRU,classification_ozone,88,44410,0.4684,5,No
GRU,classification_ozone,75,26282,0.4581,5,No
GRU,classification_ozone,81,36521,0.4813,5,No
GRU,classification_ozone,86,38496,0.4826,5,No
GRU,classification_ozone,72,243240,0.4658,5,No
LSTM,AbnormalHeartbeat,36,63794,0.7317,5,No
LSTM,AbnormalHeartbeat,9,122102,0.7312,5,No
LSTM,AbnormalHeartbeat,31,169686,0.7312,5,No
LSTM,AbnormalHeartbeat,7,155842,0.7317,5,No
LSTM,AbnormalHeartbeat,38,524962,0.7317,5,No
LSTM,AbnormalHeartbeat,54,627094,0.7317,5,No
LSTM,AbnormalHeartbeat,98,514174,0.7317,5,No
LSTM,AbnormalHeartbeat,53,312354,0.7317,5,No
LSTM,AbnormalHeartbeat,91,231682,0.7327,5,No
LSTM,AbnormalHeartbeat,65,719134,0.7317,5,No
LSTM,AbnormalHeartbeat,62,2173222,0.7317,5,No
LSTM,AbnormalHeartbeat,96,603802,0.7337,5,No
LSTM,AbnormalHeartbeat,1,112466,0.7317,5,No
LSTM,AbnormalHeartbeat,39,528772,0.7317,5,No
LSTM,AbnormalHeartbeat,6,528772,0.7317,5,No
LSTM,AbnormalHeartbeat,30,465742,0.7317,5,No
LSTM,AbnormalHeartbeat,8,446782,0.7317,5,No
LSTM,AbnormalHeartbeat,37,1278026,0.7317,5,No
LSTM,AbnormalHeartbeat,97,101654,0.7317,5,No
LSTM,AbnormalHeartbeat,63,465742,0.7317,5,No
LSTM,AbnormalHeartbeat,64,169686,0.6971,5,No
LSTM,AbnormalHeartbeat,90,43514,0.7317,5,No
LSTM,AbnormalHeartbeat,99,798382,0.7317,5,No
LSTM,AbnormalHeartbeat,52,522476,0.7317,5,No
LSTM,AbnormalHeartbeat,55,1484908,0.7317,5,No
LSTM,AbnormalHeartbeat,83,2168252,0.7317,5,No
LSTM,AbnormalHeartbeat,77,566252,0.7317,5,No
LSTM,AbnormalHeartbeat,48,177842,0.7317,5,No
LSTM,AbnormalHeartbeat,70,823726,0.7317,5,No
LSTM,AbnormalHeartbeat,84,76632,0.7317,5,No
LSTM,AbnormalHeartbeat,46,278434,0.7317,5,No
LSTM,AbnormalHeartbeat,79,1237652,0.7317,5,No
LSTM,AbnormalHeartbeat,41,446782,0.7317,5,No
LSTM,AbnormalHeartbeat,15,177842,0.7317,5,No
LSTM,AbnormalHeartbeat,12,1069642,0.7317,5,No
LSTM,AbnormalHeartbeat,24,135566,0.7317,5,No
LSTM,AbnormalHeartbeat,23,95614,0.7317,5,No
LSTM,AbnormalHeartbeat,40,155842,0.7317,5,No
LSTM,AbnormalHeartbeat,47,2219138,0.7317,5,No
LSTM,AbnormalHeartbeat,78,2755894,0.7317,5,No
LSTM,AbnormalHeartbeat,85,474806,0.7317,5,No
LSTM,AbnormalHeartbeat,71,265234,0.7317,5,No
LSTM,AbnormalHeartbeat,100,2833588,0.7317,5,No
LSTM,AbnormalHeartbeat,76,93314,0.7317,5,No
LSTM,AbnormalHeartbeat,82,518744,0.7317,5,No
LSTM,AbnormalHeartbeat,49,39522,0.7317,5,No
LSTM,AbnormalHeartbeat,22,1484908,0.7317,5,No
LSTM,AbnormalHeartbeat,25,1865250,0.7312,5,No
LSTM,AbnormalHeartbeat,13,278434,0.7317,5,No
LSTM,AbnormalHeartbeat,14,2219138,0.7302,5,No
LSTM,AbnormalHeartbeat,50,684966,0.7317,5,No
LSTM,AbnormalHeartbeat,68,37598,0.7317,5,Yes
LSTM,AbnormalHeartbeat,57,135566,0.7317,5,No
LSTM,AbnormalHeartbeat,61,100098,0.7317,5,No
LSTM,AbnormalHeartbeat,95,2150618,0.7317,5,No
LSTM,AbnormalHeartbeat,59,139744,0.7317,5,No
LSTM,AbnormalHeartbeat,92,1593902,0.7317,5,No
LSTM,AbnormalHeartbeat,66,866846,0.7317,5,No
LSTM,AbnormalHeartbeat,32,719134,0.7317,5,No
LSTM,AbnormalHeartbeat,35,417274,0.7317,5,No
LSTM,AbnormalHeartbeat,3,63794,0.7317,5,No
LSTM,AbnormalHeartbeat,4,1278026,0.7322,5,No
LSTM,AbnormalHeartbeat,58,1865250,0.7317,5,No
LSTM,AbnormalHeartbeat,67,1040734,0.7317,5,No
LSTM,AbnormalHeartbeat,93,173734,0.7317,5,No
LSTM,AbnormalHeartbeat,94,865522,0.7317,5,No
LSTM,AbnormalHeartbeat,60,374902,0.7317,5,No
LSTM,AbnormalHeartbeat,69,1780886,0.7317,5,No
LSTM,AbnormalHeartbeat,56,95614,0.7317,5,No
LSTM,AbnormalHeartbeat,51,837898,0.7317,5,No
LSTM,AbnormalHeartbeat,5,524962,0.7317,5,No
LSTM,AbnormalHeartbeat,2,417274,0.7317,5,No
LSTM,AbnormalHeartbeat,34,112466,0.7317,5,No
LSTM,AbnormalHeartbeat,33,866846,0.7317,5,No
LSTM,AbnormalHeartbeat,11,360634,0.7317,5,No
LSTM,AbnormalHeartbeat,29,2173222,0.7317,5,No
LSTM,AbnormalHeartbeat,16,39522,0.7132,5,No
LSTM,AbnormalHeartbeat,20,312354,0.7307,5,No
LSTM,AbnormalHeartbeat,18,837898,0.7317,5,No
LSTM,AbnormalHeartbeat,27,374902,0.7317,5,No
LSTM,AbnormalHeartbeat,73,628118,0.7317,5,No
LSTM,AbnormalHeartbeat,87,1760960,0.7317,5,No
LSTM,AbnormalHeartbeat,80,190454,0.7317,5,No
LSTM,AbnormalHeartbeat,74,214698,0.7317,5,No
LSTM,AbnormalHeartbeat,42,122102,0.7298,5,No
LSTM,AbnormalHeartbeat,89,150382,0.7346,5,No
LSTM,AbnormalHeartbeat,45,1069642,0.7317,5,No
LSTM,AbnormalHeartbeat,19,522476,0.7317,5,No
LSTM,AbnormalHeartbeat,26,139744,0.7317,5,No
LSTM,AbnormalHeartbeat,21,627094,0.7312,5,No
LSTM,AbnormalHeartbeat,28,100098,0.7317,5,No
LSTM,AbnormalHeartbeat,17,684966,0.7317,5,No
LSTM,AbnormalHeartbeat,10,858134,0.7317,5,No
LSTM,AbnormalHeartbeat,44,360634,0.7317,5,No
LSTM,AbnormalHeartbeat,43,858134,0.7317,5,No
LSTM,AbnormalHeartbeat,88,743480,0.7317,5,No
LSTM,AbnormalHeartbeat,75,1504298,0.7317,5,No
LSTM,AbnormalHeartbeat,81,693134,0.7317,5,No
LSTM,AbnormalHeartbeat,86,496316,0.7317,5,No
LSTM,AbnormalHeartbeat,72,3379148,0.7317,5,No
LSTM,Adiac,36,68869,0.2678,5,No
LSTM,Adiac,9,127317,0.2953,5,No
LSTM,Adiac,31,177981,0.1799,5,No
LSTM,Adiac,7,167077,0.3093,5,No
LSTM,Adiac,38,538507,0.2940,5,No
LSTM,Adiac,54,641899,0.2459,5,No
LSTM,Adiac,98,527579,0.3315,5,No
LSTM,Adiac,53,328279,0.1613,5,No
LSTM,Adiac,91,240677,0.2334,5,No
LSTM,Adiac,65,734989,0.3350,5,No
LSTM,Adiac,62,2186557,0.3503,5,No
LSTM,Adiac,96,610837,0.2757,5,No
LSTM,Adiac,1,117471,0.3962,5,No
LSTM,Adiac,39,543437,0.2711,5,No
LSTM,Adiac,6,543437,0.2948,5,No
LSTM,Adiac,30,475927,0.3896,5,No
LSTM,Adiac,8,459277,0.3975,5,No
LSTM,Adiac,37,1291221,0.2724,5,No
LSTM,Adiac,97,110719,0.2278,5,No
LSTM,Adiac,63,475927,0.3618,5,No
LSTM,Adiac,64,177981,0.1837,5,No
LSTM,Adiac,90,49429,0.2530,5,No
LSTM,Adiac,99,811717,0.3050,5,No
LSTM,Adiac,52,529021,0.3572,5,No
LSTM,Adiac,55,1495933,0.2688,5,No
